,Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Company,Company_real
120,3Com Palm Vx,1999-10-01,1999,121,0.003875851,3.17e-05,0.009548354,0.107913669,0.024390244,0.063492063,0.200545703,0.270491803,0.025016036,0.0102563,0.011637931,0.0681474,3Com,3Com
121,HandEra TRGpro,1999-10-01,1999,122,0.003875851,3.17e-05,0.007547442,0.100719424,0.024390244,0.063492063,0.206002729,0.295081967,0.089159718,0.033038563,0.023706897,0.073952549,HandEra,HandEra
122,Oregon Scientific Osaris 16MB,1999-10-01,1999,123,0.00778222,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.446111869,0.172131148,0.101988454,0.06342205,0.052586207,0.111812216,Oregon,Oregon Scientific
123,Oregon Scientific Osaris 4MB,1999-10-01,1999,124,0.001922666,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.446111869,0.172131148,0.101988454,0.06342205,0.052586207,0.111812216,Oregon,Oregon Scientific
124,Oregon Scientific Osaris 8MB,1999-10-01,1999,125,0.003875851,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.446111869,0.172131148,0.101988454,0.06342205,0.052586207,0.111812216,Oregon,Oregon Scientific
125,Hewlett-Packard Jornada 430 / 430 SE,1999-11-01,1999,126,0.00778222,0.000130058,0.06607413,0.129496403,0.056910569,0.142857143,0.204092769,0.329918033,0.107761386,0.042181444,0.040948276,0.17617365,Hewlett-Packard,Hewlett-Packard
126,Hewlett-Packard Jornada 690,1999-11-01,1999,127,0.015594958,0.000261141,0.06607413,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785,Hewlett-Packard,Hewlett-Packard
127,Hewlett-Packard Jornada 690e,1999-11-01,1999,128,0.015594958,0.000261141,0.06607413,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785,Hewlett-Packard,Hewlett-Packard
128,Psion Revo,1999-11-01,1999,129,0.003875851,0.000130058,0.017984201,0.223021583,0.154471545,0.063492063,0.410641201,0.12295082,0.069916613,0.03571505,0.030172414,0.153710247,Psion,Zebra Technologies
129,Sharp Telios HC-AJ2,1999-11-01,1999,130,0.015594958,0.000392223,0.064073217,0.482014388,0.284552846,0.281746032,0.506139154,0.672131148,0.116100064,0.202470933,0.161637931,0.18753155,Sharp,Sharp Corporation
130,Compaq Aero 2150 / 2160 / 2180,1999-12-01,1999,131,0.011688589,0.000195599,0.034559759,0.165467626,0.056910569,0.142857143,0.214188267,0.348360656,0.089159718,0.039333662,0.043103448,0.139323574,Compaq,Compaq
131,NEC MobilePro 800,1999-12-01,1999,132,0.015594958,0.000392223,0.065073674,0.553956835,0.284552846,0.281746032,0.650750341,0.573770492,0.134060295,0.258248935,0.231465517,0.156234225,NEC,NEC Corporationæ
132,Philips Nino 500 / Nino 510 (Philips Atlantis),1999-12-01,1999,133,0.00778222,0.000261141,0.0370609,0.143884892,0.056910569,0.142857143,0.219645293,0.348360656,0.08274535,0.037984712,0.035991379,0.157748612,Philips,Philips
133,Vadem Clio C-1050,1999-12-01,1999,134,0.015594958,0.000392223,0.083582113,0.553956835,0.219512195,0.222222222,0.768076398,0.717213115,0.127645927,0.349699163,0.299784483,0.101716305,Vadem,Vadem Ltd
134,Casio Cassiopeia E-105,2000-01-01,2000,135,0.015594958,0.000261141,0.065073674,0.151079137,0.056910569,0.142857143,0.210368349,0.336885246,0.089159718,0.037535062,0.042025862,0.154972236,Casio,Casio
135,Palm IIIc,2000-02-01,2000,136,0.003875851,3.17e-05,0.009548354,0.115107914,0.024390244,0.063492063,0.19781719,0.319672131,0.069916613,0.027086054,0.028017241,0.060575467,Palm,Palm
136,Palm IIIxe,2000-02-01,2000,137,0.003875851,3.17e-05,0.007547442,0.115107914,0.024390244,0.063492063,0.203274216,0.286885246,0.076330981,0.027707,0.023706897,0.058556285,Palm,Palm
137,Ericsson MC218,2000-03-01,2000,138,0.00778222,0.000195599,0.017984201,0.28057554,0.219512195,0.103174603,0.446111869,0.168032787,0.108402822,0.06590583,0.063362069,0.19661787,Ericsson,Ericsson
138,IBM WorkPad c3,2000-03-01,2000,139,0.003875851,3.17e-05,0.009548354,0.107913669,0.024390244,0.063492063,0.200545703,0.270491803,0.025016036,0.0102563,0.011637931,0.0681474,IBM,IBM
139,NEC MobilePro 780,2000-03-01,2000,140,0.015594958,0.000392223,0.083582113,0.460431655,0.219512195,0.103174603,0.650750341,0.336065574,0.145606158,0.18846755,0.153017241,0.100706714,NEC,NEC Corporationæ
140,Psion Series 7,2000-03-01,2000,141,0.00778222,0.000261141,0.065929064,0.431654676,0.219512195,0.222222222,0.623465211,0.545081967,0.198203977,0.329400681,0.234913793,0.149671883,Psion,Zebra Technologies
141,Sharp Telios VJ1C,2000-03-01,2000,142,0.015594958,0.000392223,0.064073217,0.388489209,0.284552846,0.222222222,0.563437926,0.37295082,0.142398974,0.171252382,0.172413793,0.220090863,Sharp,Sharp Corporation
142,Casio Cassiopeia E-115,2000-05-01,2000,143,0.015594958,0.000261141,0.065073674,0.151079137,0.056910569,0.142857143,0.210368349,0.336885246,0.089159718,0.035522343,0.026724138,0.17617365,Casio,Casio
143,Casio Cassiopeia E-125,2000-05-01,2000,144,0.015594958,0.000261141,0.074578008,0.151079137,0.056910569,0.142857143,0.210368349,0.336885246,0.089159718,0.037535062,0.042025862,0.154972236,Casio,Casio
144,NEC MobilePro 880,2000-06-01,2000,145,0.015594958,0.000392223,0.083582113,0.553956835,0.284552846,0.281746032,0.650750341,0.573770492,0.134060295,0.258248935,0.24137931,0.156234225,NEC,NEC Corporationæ
145,Compaq iPAQ H3130 / H3135 / H3150,2000-07-01,2000,146,0.00778222,0.000261141,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.039333662,0.043103448,0.139323574,Compaq,Compaq
146,Hewlett-Packard Jornada 545,2000-07-01,2000,147,0.00778222,0.000261141,0.06607413,0.143884892,0.056910569,0.142857143,0.195088677,0.331967213,0.063502245,0.025287455,0.043103448,0.157748612,Hewlett-Packard,Hewlett-Packard
147,Hewlett-Packard Jornada 547 / 548,2000-07-01,2000,148,0.015594958,0.000261141,0.06607413,0.143884892,0.056910569,0.142857143,0.195088677,0.331967213,0.063502245,0.025287455,0.043103448,0.157748612,Hewlett-Packard,Hewlett-Packard
148,Sony Clie PEG-S500C,2000-07-01,2000,149,0.003875851,6.45e-05,0.009548354,0.115107914,0.024390244,0.063492063,0.175716235,0.269262295,0.05837075,0.017022461,0.013146552,0.060575467,Sony,Sony Corporation
149,Compaq iPAQ H3630 / H3635 / H3650,2000-08-01,2000,150,0.015594958,0.000261141,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.324304649,0.276939655,0.140333165,Compaq,Compaq
150,Palm m100,2000-08-01,2000,151,0.000946074,3.17e-05,0.007547442,0.079136691,0.024390244,0.063492063,0.198362892,0.28442623,0.078255292,0.027300173,0.013943966,0.095153963,Palm,Palm
151,Casio Cassiopeia EM-500,2000-09-01,2000,152,0.00778222,0.000261141,0.074578008,0.129496403,0.056910569,0.142857143,0.206002729,0.323770492,0.076330981,0.051988095,0.050646552,0.17617365,Casio,Casio
152,Diamond Mako,2000-09-01,2000,153,0.003875851,0.000261141,0.017984201,0.223021583,0.154471545,0.063492063,0.410641201,0.12295082,0.069916613,0.03571505,0.030172414,0.153710247,Diamond,Psion
153,Hewlett-Packard Jornada 720,2000-09-01,2000,154,0.015594958,0.000523305,0.102590781,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785,Hewlett-Packard,Hewlett-Packard
154,Psion Revo Plus,2000-09-01,2000,155,0.00778222,0.000130058,0.017984201,0.223021583,0.154471545,0.063492063,0.410641201,0.12295082,0.069916613,0.03571505,0.030172414,0.153710247,Psion,Zebra Technologies
155,Handspring Visor Platinum,2000-10-01,2000,156,0.003875851,3.17e-05,0.016051319,0.115107914,0.024390244,0.063492063,0.190177353,0.298770492,0.075048108,0.025951224,0.020043103,0.058556285,Handspring,Handspring Inc
156,Handspring Visor Prism,2000-10-01,2000,157,0.003875851,3.17e-05,0.016051319,0.122302158,0.024390244,0.063492063,0.190177353,0.298770492,0.089159718,0.030340663,0.029310345,0.057546694,Handspring,Handspring Inc
157,Hewlett-Packard Jornada 710,2000-10-01,2000,158,0.015594958,0.000392223,0.102590781,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785,Hewlett-Packard,Hewlett-Packard
158,Sharp Telios HC-AJ3,2000-11-01,2000,159,0.015594958,0.000523305,0.073577551,0.482014388,0.284552846,0.281746032,0.506139154,0.672131148,0.116100064,0.202470933,0.161637931,0.18753155,Sharp,Sharp Corporation
159,Casio Cassiopeia IT-700M30E,2000-12-01,2000,160,0.015594958,0.000523305,0.074578008,0.143884892,0.056910569,0.142857143,0.227830832,0.483606557,0.140474663,0.045371818,0.049568966,0.17617365,Casio,Casio
160,Hewlett-Packard Jornada 520 / 525,2000-12-01,2000,161,0.00778222,0.000261141,0.06607413,0.129496403,0.056910569,0.142857143,0.195088677,0.331967213,0.063502245,0.025287455,0.036637931,0.17617365,Hewlett-Packard,Hewlett-Packard
161,Sharp Telios VJ2C,2000-12-01,2000,162,0.015594958,0.000523305,0.073577551,0.388489209,0.284552846,0.222222222,0.563437926,0.37295082,0.142398974,0.171252382,0.172413793,0.220090863,Sharp,Sharp Corporation
162,Casio Cassiopeia EG-800,2001-01-01,2001,163,0.015594958,0.000523305,0.074578008,0.129496403,0.056910569,0.142857143,0.214188267,0.352459016,0.121231559,0.028713359,0.028017241,0.17617365,Casio,Casio
163,Psion Series 5mx Pro,2001-01-01,2001,164,0.015594958,0.000261141,0.017984201,0.28057554,0.219512195,0.103174603,0.446111869,0.168032787,0.108402822,0.06590583,0.063362069,0.19661787,Psion,Zebra Technologies
164,Sharp Telios HC-7000,2001-01-01,2001,165,0.015594958,0.000523305,0.073577551,0.388489209,0.284552846,0.222222222,0.563437926,0.37295082,0.142398974,0.171252382,0.172413793,0.220090863,Sharp,Sharp Corporation
165,Kyocera QCP 6035,2001-02-01,2001,166,0.003875851,3.17e-05,0.007547442,0.057553957,0.024390244,0.063492063,0.155525239,0.382131148,0.100705581,0.032717384,0.031896552,0.114588592,Kyocera,Kyocera Corporation
166,NEC MobilePro 790,2001-02-01,2001,167,0.015594958,0.000654388,0.083582113,0.460431655,0.219512195,0.103174603,0.650750341,0.336065574,0.145606158,0.18846755,0.153232759,0.100706714,NEC,NEC Corporationæ
167,Compaq iPAQ H3660 / H3670,2001-03-01,2001,168,0.031220435,0.000261141,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.027043231,0.022198276,0.152195861,Compaq,Compaq
168,CyberBank PC-EPhone,2001-03-01,2001,169,0.00778222,0.000523305,0.102590781,0.165467626,0.219512195,0.222222222,0.263301501,0.319672131,0.108402822,0.123525255,0.127155172,0.315497224,CyberBank,HTC
169,Handspring Visor Edge,2001-03-01,2001,170,0.003875851,3.17e-05,0.016051319,0.107913669,0.024390244,0.063492063,0.19781719,0.286885246,0.031430404,0.012697257,0.01637931,0.064866229,Handspring,Handspring Inc
170,Palm m105,2001-03-01,2001,171,0.003875851,3.17e-05,0.007547442,0.079136691,0.024390244,0.063492063,0.198362892,0.28442623,0.078255292,0.027300173,0.014008621,0.095153963,Palm,Palm
171,Palm m500,2001-03-01,2001,172,0.003875851,6.45e-05,0.016051319,0.086330935,0.024390244,0.063492063,0.19154161,0.266803279,0.035920462,0.012483138,0.0125,0.08404846,Palm,Palm
172,Palm m505,2001-03-01,2001,173,0.003875851,6.45e-05,0.016051319,0.086330935,0.024390244,0.063492063,0.192360164,0.26557377,0.04233483,0.014388797,0.01637931,0.08404846,Palm,Palm
173,HandEra 330,2001-04-01,2001,174,0.003875851,3.17e-05,0.016051319,0.136690647,0.056910569,0.142857143,0.203274216,0.295081967,0.069916613,0.026229578,0.023060345,0.168096921,HandEra,HandEra
174,Sony Clie PEG-N710C,2001-05-01,2001,175,0.003875851,6.45e-05,0.016051319,0.100719424,0.089430894,0.142857143,0.181446112,0.295081967,0.073123797,0.02366015,0.021594828,0.250630994,Sony,Sony Corporation
175,Abocom X-Pilot,2001-06-01,2001,176,0.062471389,0.000523305,0.102590781,0.625899281,0.284552846,0.281746032,0.746248295,0.766393443,0.101988454,0.432862985,0.331896552,0.129732458,Abocom,AboCom Systems
176,Siemens Gigaset CL4 SIMpad,2001-06-01,2001,177,0.015594958,0.000261141,0.102590781,0.482014388,0.284552846,0.281746032,0.699863574,0.540983607,0.140474663,0.275956577,0.191810345,0.18753155,Siemens,SiemensæAG
177,Sony Clie PEG-N610C,2001-06-01,2001,178,0.003875851,6.45e-05,0.016051319,0.100719424,0.089430894,0.142857143,0.181446112,0.295081967,0.073123797,0.02366015,0.021551724,0.250630994,Sony,Sony Corporation
178,Telekom T-SinusPad,2001-06-01,2001,179,0.015594958,0.000261141,0.102590781,0.482014388,0.284552846,0.281746032,0.699863574,0.540983607,0.140474663,0.275956577,0.191810345,0.18753155,Telekom,Deutsche Telekom
179,ViewSonic ViewPad 100,2001-06-01,2001,180,0.062471389,0.000523305,0.102590781,0.582733813,0.284552846,0.281746032,0.937244202,0.631147541,0.04425914,0.188339079,0.224137931,0.14437153,ViewSonic,ViewSonic
180,NTT DoCoMo Sigmarion II.,2001-07-01,2001,181,0.015594958,0.000523305,0.099589413,0.323741007,0.219512195,0.103174603,0.497953615,0.237704918,0.134060295,0.089994219,0.08512931,0.358909642,NTT,"NTT DOCOMO, Inc"
181,Sony Clie PEG-S320,2001-08-01,2001,182,0.003875851,6.45e-05,0.016051319,0.086330935,0.024390244,0.063492063,0.181446112,0.282786885,0.057087877,0.018221528,0.013146552,0.08404846,Sony,Sony Corporation
182,Toshiba Genio e550,2001-08-01,2001,183,0.015594958,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.323328786,0.116803279,0.073123797,0.026850524,0.026724138,0.17617365,Toshiba,Toshiba Corporation
183,Handspring Visor Neo,2001-09-01,2001,184,0.003875851,3.17e-05,0.016051319,0.107913669,0.024390244,0.063492063,0.190177353,0.298770492,0.075048108,0.025951224,0.020474138,0.064866229,Handspring,Handspring Inc
184,Handspring Visor Pro,2001-09-01,2001,185,0.00778222,3.17e-05,0.016051319,0.107913669,0.024390244,0.063492063,0.190177353,0.298770492,0.075048108,0.025951224,0.021982759,0.064866229,Handspring,Handspring Inc
185,Palm m125,2001-09-01,2001,186,0.003875851,6.45e-05,0.016051319,0.079136691,0.024390244,0.063492063,0.198362892,0.299180328,0.101988454,0.036079053,0.019612069,0.095153963,Palm,Palm
186,Siemens SX45,2001-09-01,2001,187,0.015594958,0.000261141,0.074578008,0.129496403,0.056910569,0.142857143,0.219645293,0.35,0.130853111,0.056912832,0.050646552,0.17617365,Siemens,SiemensæAG
187,Acer s10,2001-10-01,2001,188,0.00778222,0.000130058,0.016051319,0.107913669,0.024390244,0.063492063,0.192360164,0.290983607,0.04425914,0.016273045,0.017241379,0.064866229,Acer,Acer
188,Hewlett-Packard Jornada 564 / 565,2001-10-01,2001,189,0.015594958,0.000523305,0.102590781,0.136690647,0.056910569,0.142857143,0.190995907,0.340163934,0.071199487,0.027749823,0.024353448,0.166582534,Hewlett-Packard,Hewlett-Packard
189,IBM WorkPad c500,2001-10-01,2001,190,0.003875851,6.45e-05,0.016051319,0.086330935,0.024390244,0.063492063,0.19154161,0.266803279,0.035920462,0.012483138,0.0125,0.08404846,IBM,IBM
190,IBM WorkPad c505,2001-10-01,2001,191,0.003875851,6.45e-05,0.016051319,0.086330935,0.024390244,0.063492063,0.192360164,0.26557377,0.04233483,0.014388797,0.01637931,0.08404846,IBM,IBM
191,Trium Mondo,2001-10-01,2001,192,0.00778222,0.000261141,0.082581657,0.158273381,0.056910569,0.142857143,0.211459754,0.370901639,0.08274535,0.038220243,0.029741379,0.146895507,Trium,HTC
192,Hewlett-Packard Jornada 567 / 568,2001-11-01,2001,193,0.031220435,0.000523305,0.102590781,0.136690647,0.056910569,0.142857143,0.190995907,0.340163934,0.071199487,0.027749823,0.024353448,0.166582534,Hewlett-Packard,Hewlett-Packard
193,Sony Clie PEG-T415C / PEG-T425C,2001-11-01,2001,194,0.003875851,6.45e-05,0.016051319,0.079136691,0.089430894,0.142857143,0.181446112,0.282786885,0.027581783,0.009742415,0.013362069,0.29656739,Sony,Sony Corporation
194,Casio Cassiopeia E-200,2001-12-01,2001,195,0.031220435,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.206002729,0.331967213,0.073123797,0.024687922,0.026939655,0.17617365,Casio,Casio
195,Compaq iPAQ H3730,2001-12-01,2001,196,0.015594958,0.000523305,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.027043231,0.024568966,0.152195861,Compaq,Compaq
196,Compaq iPAQ H3760 / H3765,2001-12-01,2001,197,0.031220435,0.000523305,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.027043231,0.024568966,0.152195861,Compaq,Compaq
197,CyberBank PC-EPhone II,2001-12-01,2001,198,0.015594958,0.000523305,0.102590781,0.165467626,0.219512195,0.222222222,0.263301501,0.319672131,0.108402822,0.044087104,0.046336207,0.390711762,CyberBank,HTC
198,Samsung SPH-i300,2001-12-01,2001,199,0.003875851,3.17e-05,0.016051319,0.086330935,0.056910569,0.063492063,0.140518417,0.307377049,0.095574086,0.022889322,0.023706897,0.137809187,Samsung,Samsung
199,Sony Clie PEG-N760C / PEG-N770C,2001-12-01,2001,200,0.003875851,6.45e-05,0.016051319,0.100719424,0.089430894,0.142857143,0.181446112,0.295081967,0.073123797,0.02366015,0.021551724,0.250630994,Sony,Sony Corporation
200,Hewlett-Packard Jornada 728,2002-01-01,2002,201,0.031220435,0.000523305,0.102590781,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.098060345,0.15345785,Hewlett-Packard,Hewlett-Packard
201,Palm i705,2002-01-01,2002,202,0.003875851,6.45e-05,0.016051319,0.09352518,0.024390244,0.063492063,0.19372442,0.282786885,0.060295061,0.020898015,0.023275862,0.078748107,Palm,Palm
202,Samsung NEXiO S150 / NEXiO S151,2002-01-01,2002,203,0.031220435,0.000523305,0.102590781,0.244604317,0.284552846,0.222222222,0.404638472,0.172131148,0.05644644,0.035500931,0.038793103,0.348056537,Samsung,Samsung
203,Sony Clie PEG-S360,2002-01-01,2002,204,0.00778222,6.45e-05,0.016051319,0.086330935,0.024390244,0.063492063,0.181446112,0.282786885,0.057087877,0.018221528,0.013146552,0.08404846,Sony,Sony Corporation
204,Compaq iPAQ H3830 / H3835 / H3840 / H3850 (HTC Rosella),2002-02-01,2002,205,0.031220435,0.000523305,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.348360656,0.061577935,0.027043231,0.024568966,0.152195861,Compaq,Compaq
205,Handspring Treo 180,2002-02-01,2002,206,0.00778222,6.45e-05,0.016051319,0.079136691,0.024390244,0.063492063,0.17053206,0.25,0.076330981,0.019806008,0.01875,0.095153963,Handspring,Handspring Inc
206,Handspring Treo 180g,2002-02-01,2002,207,0.00778222,6.45e-05,0.016051319,0.079136691,0.024390244,0.063492063,0.17053206,0.25,0.076330981,0.019806008,0.01875,0.095153963,Handspring,Handspring Inc
207,Compaq iPAQ H3870 / H3875 (HTC Rosella),2002-03-01,2002,208,0.031220435,0.000523305,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.348360656,0.061577935,0.027043231,0.024568966,0.152195861,Compaq,Compaq
208,Hewlett-Packard Jornada 928 WDA,2002-03-01,2002,209,0.031220435,0.000523305,0.065573902,0.129496403,0.056910569,0.142857143,0.194542974,0.360655738,0.067992303,0.028670535,0.02887931,0.17617365,Hewlett-Packard,Hewlett-Packard
209,Palm m130,2002-03-01,2002,210,0.003875851,6.45e-05,0.016051319,0.079136691,0.024390244,0.063492063,0.198362892,0.299180328,0.101988454,0.036079053,0.020905172,0.095153963,Palm,Palm
210,Palm m515,2002-03-01,2002,211,0.00778222,6.45e-05,0.016051319,0.086330935,0.024390244,0.063492063,0.192360164,0.26557377,0.04233483,0.014388797,0.017025862,0.08404846,Palm,Palm
211,Siemens SX45i,2002-03-01,2002,212,0.015594958,0.000261141,0.074578008,0.129496403,0.056910569,0.142857143,0.219645293,0.35,0.130853111,0.056912832,0.05237069,0.17617365,Siemens,SiemensæAG
212,Sony Clie PEG-T615C / PEG-T625C,2002-03-01,2002,213,0.00778222,6.45e-05,0.016051319,0.09352518,0.089430894,0.142857143,0.181446112,0.282786885,0.04425914,0.014538681,0.017241379,0.26476527,Sony,Sony Corporation
213,Handspring Treo 90,2002-04-01,2002,214,0.00778222,6.45e-05,0.016051319,0.086330935,0.024390244,0.063492063,0.175989086,0.241803279,0.063502245,0.016829754,0.011853448,0.086572438,Handspring,Handspring Inc
214,O2 XDA (HTC Wallaby),2002-04-01,2002,215,0.015594958,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.181446112,0.327868852,0.076330981,0.026850524,0.030387931,0.17617365,O2,O2
215,Siemens SIMpad SL4,2002-04-01,2002,216,0.031220435,0.000523305,0.102590781,0.482014388,0.284552846,0.281746032,0.699863574,0.540983607,0.140474663,0.275956577,0.198275862,0.18753155,Siemens,SiemensæAG
216,Siemens SIMpad SLC,2002-04-01,2002,217,0.031220435,0.000523305,0.102590781,0.482014388,0.284552846,0.281746032,0.699863574,0.540983607,0.140474663,0.275956577,0.198275862,0.18753155,Siemens,SiemensæAG
