Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Model B,Release Date B,Release Year B,Model ID B,Company_ID B,Old_ID C,Company C,Company_real C,New_ID C
Nokia 9110i Communicator,1999/1/1,1999,92,0.001922666,0.0000645,0.016051319,0.201438849,0.219512195,0.083333333,0.413369714,0.028688525,0.134060295,0.004132497,0.041594828,0.345784957,Nokia 9110i Communicator,1999/1/1,1999,92,122,122,Nokia,Nokia Corporation,92
3Com Palm IIIx,1999/2/1,1999.083333,93,0.001922666,0.0000317,0.007547442,0.115107914,0.024390244,0.063492063,0.203274216,0.286885246,0.076330981,0.027707,0.023706897,0.058556285,3Com Palm IIIx,1999/2/1,1999.083333,93,2,2,3Com,3Com,1
3Com Palm V,1999/2/1,1999.083333,94,0.000946074,0.0000317,0.007547442,0.107913669,0.024390244,0.063492063,0.200545703,0.270491803,0.025016036,0.0102563,0.011853448,0.0681474,3Com Palm V,1999/2/1,1999.083333,94,2,2,3Com,3Com,1
NEC MobilePro 770,1999/2/1,1999.083333,95,0.015594958,0.000392223,0.065073674,0.460431655,0.219512195,0.103174603,0.650750341,0.336065574,0.145606158,0.18846755,0.153017241,0.100706714,NEC MobilePro 770,1999/2/1,1999.083333,95,121,121,NEC,NEC Corporation?,91
Philips Nino 200 / Nino 210,1999/2/1,1999.083333,96,0.003875851,0.000130058,0.0370609,0.143884892,0.056910569,0.142857143,0.21691678,0.352459016,0.089159718,0.040275785,0.035991379,0.157748612,Philips Nino 200 / Nino 210,1999/2/1,1999.083333,96,141,141,Philips,Philips,105
Hewlett-Packard Jornada 420 / 428,1999/3/1,1999.166667,97,0.003875851,0.000130058,0.049566602,0.129496403,0.056910569,0.142857143,0.204092769,0.329918033,0.107761386,0.042181444,0.040948276,0.17617365,Hewlett-Packard Jornada 420 / 428,1999/3/1,1999.166667,97,77,77,Hewlett-Packard,Hewlett-Packard,58
Sharp Telios HC-AJ1,1999/3/1,1999.166667,98,0.00778222,0.000261141,0.064073217,0.388489209,0.284552846,0.281746032,0.506139154,0.672131148,0.116100064,0.202470933,0.161637931,0.244068652,Sharp Telios HC-AJ1,1999/3/1,1999.166667,98,158,158,Sharp,Sharp Corporation,115
Compaq Aero 2120 / 2130,1999/4/1,1999.25,99,0.00778222,0.000195599,0.034559759,0.165467626,0.056910569,0.142857143,0.214188267,0.348360656,0.089159718,0.019356358,0.017887931,0.139323574,Compaq Aero 2120 / 2130,1999/4/1,1999.25,99,39,39,Compaq,Compaq,32
Hewlett-Packard Jornada 680,1999/4/1,1999.25,100,0.00778222,0.000261141,0.06607413,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785,Hewlett-Packard Jornada 680,1999/4/1,1999.25,100,77,77,Hewlett-Packard,Hewlett-Packard,58
Hewlett-Packard Jornada 680e,1999/4/1,1999.25,101,0.00778222,0.000261141,0.06607413,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785,Hewlett-Packard Jornada 680e,1999/4/1,1999.25,101,77,77,Hewlett-Packard,Hewlett-Packard,58
Hitachi HPW-600ET,1999/4/1,1999.25,102,0.00778222,0.000523305,0.063572989,0.417266187,0.219512195,0.103174603,0.581991814,0.454918033,0.1533034,0.216452905,0.168103448,0.118626956,Hitachi HPW-600ET,1999/4/1,1999.25,102,79,79,Hitachi,"Hitachi, Ltd",59
Hitachi HPW-600ETM,1999/4/1,1999.25,103,0.015594958,0.000523305,0.063572989,0.417266187,0.219512195,0.103174603,0.581991814,0.454918033,0.1533034,0.216452905,0.168103448,0.118626956,Hitachi HPW-600ETM,1999/4/1,1999.25,103,79,79,Hitachi,"Hitachi, Ltd",59
3Com Palm VII,1999/5/1,1999.333333,104,0.000946074,0.0000317,0.007547442,0.115107914,0.024390244,0.063492063,0.203274216,0.344262295,0.076330981,0.032075027,0.029741379,0.058556285,3Com Palm VII,1999/5/1,1999.333333,104,2,2,3Com,3Com,1
Casio Cassiopeia A-23G,1999/5/1,1999.333333,105,0.00778222,0.000130058,0.03956204,0.345323741,0.219512195,0.103174603,0.487039563,0.186065574,0.137267479,0.08628996,0.079956897,0.15345785,Casio Cassiopeia A-23G,1999/5/1,1999.333333,105,33,33,Casio,Casio,26
Casio Cassiopeia E-100,1999/5/1,1999.333333,106,0.00778222,0.000261141,0.065073674,0.151079137,0.056910569,0.142857143,0.210368349,0.336885246,0.089159718,0.035522343,0.026293103,0.17617365,Casio Cassiopeia E-100,1999/5/1,1999.333333,106,33,33,Casio,Casio,26
Casio Cassiopeia E-15,1999/5/1,1999.333333,107,0.00778222,0.000261141,0.034059531,0.129496403,0.056910569,0.142857143,0.208731241,0.323770492,0.057087877,0.037535062,0.040948276,0.154972236,Casio Cassiopeia E-15,1999/5/1,1999.333333,107,33,33,Casio,Casio,26
IBM WorkPad z50,1999/5/1,1999.333333,108,0.00778222,0.000261141,0.065073674,0.467625899,0.219512195,0.222222222,0.691678035,0.62704918,0.130853111,0.288568186,0.246982759,0.134528016,IBM WorkPad z50,1999/5/1,1999.333333,108,88,88,IBM,IBM,65
Hitachi HPW-600EUT,1999/6/1,1999.416667,109,0.015594958,0.000523305,0.063572989,0.417266187,0.219512195,0.103174603,0.581991814,0.454918033,0.1533034,0.216452905,0.168103448,0.118626956,Hitachi HPW-600EUT,1999/6/1,1999.416667,109,79,79,Hitachi,"Hitachi, Ltd",59
NTT DoCoMo Sigmarion,1999/6/1,1999.416667,110,0.015594958,0.000523305,0.083582113,0.323741007,0.219512195,0.103174603,0.497953615,0.237704918,0.134060295,0.10746633,0.094827586,0.165320545,NTT DoCoMo Sigmarion,1999/6/1,1999.416667,110,124,124,NTT,"NTT DOCOMO, Inc",94
Qualcomm pdQ 1900,1999/6/1,1999.416667,111,0.000946074,0.0000317,0.007547442,0.129496403,0.056910569,0.063492063,0.165075034,0.442622951,0.1533034,0.05813331,0.025646552,0.093387178,Qualcomm pdQ 1900,1999/6/1,1999.416667,111,148,148,Qualcomm,Intrinsyc,70
Qualcomm pdQ 800,1999/6/1,1999.416667,112,0.000946074,0.0000317,0.007547442,0.129496403,0.056910569,0.063492063,0.165075034,0.442622951,0.1533034,0.05813331,0.025646552,0.093387178,Qualcomm pdQ 800,1999/6/1,1999.416667,112,148,148,Qualcomm,Intrinsyc,70
3Com Palm IIIe,1999/7/1,1999.5,113,0.000946074,0.0000317,0.007547442,0.115107914,0.024390244,0.063492063,0.203274216,0.286885246,0.076330981,0.027707,0.023706897,0.058556285,3Com Palm IIIe,1999/7/1,1999.5,113,2,2,3Com,3Com,1
Compaq Aero 8000,1999/7/1,1999.5,114,0.00778222,0.000261141,0.063572989,0.597122302,0.284552846,0.281746032,0.73260573,0.692622951,0.127645927,0.039333662,0.043103448,0.139323574,Compaq Aero 8000,1999/7/1,1999.5,114,39,39,Compaq,Compaq,32
Psion Series 5mx,1999/7/1,1999.5,115,0.00778222,0.000162829,0.017984201,0.28057554,0.219512195,0.103174603,0.446111869,0.168032787,0.108402822,0.06590583,0.063362069,0.19661787,Psion Series 5mx,1999/7/1,1999.5,115,144,144,Psion,Zebra Technologies,152
IBM WorkPad 30x,1999/8/1,1999.583333,116,0.001922666,0.0000317,0.007547442,0.115107914,0.024390244,0.063492063,0.203274216,0.286885246,0.076330981,0.027707,0.023706897,0.058556285,IBM WorkPad 30x,1999/8/1,1999.583333,116,88,88,IBM,IBM,65
Compaq Aero 1530 / 1550,1999/9/1,1999.666667,117,0.00778222,0.000261141,0.034559759,0.165467626,0.056910569,0.142857143,0.19781719,0.336065574,0.04425914,0.039140955,0.067887931,0.315497224,Compaq Aero 1530 / 1550,1999/9/1,1999.666667,117,39,39,Compaq,Compaq,32
Handspring Visor Deluxe,1999/9/1,1999.666667,118,0.003875851,0.0000317,0.007547442,0.115107914,0.024390244,0.063492063,0.190177353,0.298770492,0.075048108,0.025951224,0.020043103,0.058556285,Handspring Visor Deluxe,1999/9/1,1999.666667,118,75,75,Handspring,Handspring Inc,56
Handspring Visor Solo,1999/9/1,1999.666667,119,0.000946074,0.0000317,0.007547442,0.115107914,0.024390244,0.063492063,0.190177353,0.298770492,0.075048108,0.025951224,0.020043103,0.058556285,Handspring Visor Solo,1999/9/1,1999.666667,119,75,75,Handspring,Handspring Inc,56
IBM Workpad 40u,1999/9/1,1999.666667,120,0.000946074,0.0000317,0.007547442,0.107913669,0.024390244,0.063492063,0.200545703,0.270491803,0.025016036,0.0102563,0.011853448,0.0681474,IBM Workpad 40u,1999/9/1,1999.666667,120,88,88,IBM,IBM,65
3Com Palm Vx,1999/10/1,1999.75,121,0.003875851,0.0000317,0.009548354,0.107913669,0.024390244,0.063492063,0.200545703,0.270491803,0.025016036,0.0102563,0.011637931,0.0681474,3Com Palm Vx,1999/10/1,1999.75,121,2,2,3Com,3Com,1
HandEra TRGpro,1999/10/1,1999.75,122,0.003875851,0.0000317,0.007547442,0.100719424,0.024390244,0.063492063,0.206002729,0.295081967,0.089159718,0.033038563,0.023706897,0.073952549,HandEra TRGpro,1999/10/1,1999.75,122,74,74,HandEra,HandEra,55
Oregon Scientific Osaris 16MB,1999/10/1,1999.75,123,0.00778222,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.446111869,0.172131148,0.101988454,0.06342205,0.052586207,0.111812216,Oregon Scientific Osaris 16MB,1999/10/1,1999.75,123,134,134,Oregon,Oregon Scientific,101
Oregon Scientific Osaris 4MB,1999/10/1,1999.75,124,0.001922666,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.446111869,0.172131148,0.101988454,0.06342205,0.052586207,0.111812216,Oregon Scientific Osaris 4MB,1999/10/1,1999.75,124,134,134,Oregon,Oregon Scientific,101
Oregon Scientific Osaris 8MB,1999/10/1,1999.75,125,0.003875851,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.446111869,0.172131148,0.101988454,0.06342205,0.052586207,0.111812216,Oregon Scientific Osaris 8MB,1999/10/1,1999.75,125,134,134,Oregon,Oregon Scientific,101
Hewlett-Packard Jornada 430 / 430 SE,1999/11/1,1999.833333,126,0.00778222,0.000130058,0.06607413,0.129496403,0.056910569,0.142857143,0.204092769,0.329918033,0.107761386,0.042181444,0.040948276,0.17617365,Hewlett-Packard Jornada 430 / 430 SE,1999/11/1,1999.833333,126,77,77,Hewlett-Packard,Hewlett-Packard,58
Hewlett-Packard Jornada 690,1999/11/1,1999.833333,127,0.015594958,0.000261141,0.06607413,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785,Hewlett-Packard Jornada 690,1999/11/1,1999.833333,127,77,77,Hewlett-Packard,Hewlett-Packard,58
Hewlett-Packard Jornada 690e,1999/11/1,1999.833333,128,0.015594958,0.000261141,0.06607413,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785,Hewlett-Packard Jornada 690e,1999/11/1,1999.833333,128,77,77,Hewlett-Packard,Hewlett-Packard,58
Psion Revo,1999/11/1,1999.833333,129,0.003875851,0.000130058,0.017984201,0.223021583,0.154471545,0.063492063,0.410641201,0.12295082,0.069916613,0.03571505,0.030172414,0.153710247,Psion Revo,1999/11/1,1999.833333,129,144,144,Psion,Zebra Technologies,152
Sharp Telios HC-AJ2,1999/11/1,1999.833333,130,0.015594958,0.000392223,0.064073217,0.482014388,0.284552846,0.281746032,0.506139154,0.672131148,0.116100064,0.202470933,0.161637931,0.18753155,Sharp Telios HC-AJ2,1999/11/1,1999.833333,130,158,158,Sharp,Sharp Corporation,115
Compaq Aero 2150 / 2160 / 2180,1999/12/1,1999.916667,131,0.011688589,0.000195599,0.034559759,0.165467626,0.056910569,0.142857143,0.214188267,0.348360656,0.089159718,0.039333662,0.043103448,0.139323574,Compaq Aero 2150 / 2160 / 2180,1999/12/1,1999.916667,131,39,39,Compaq,Compaq,32
NEC MobilePro 800,1999/12/1,1999.916667,132,0.015594958,0.000392223,0.065073674,0.553956835,0.284552846,0.281746032,0.650750341,0.573770492,0.134060295,0.258248935,0.231465517,0.156234225,NEC MobilePro 800,1999/12/1,1999.916667,132,121,121,NEC,NEC Corporation?,91
Philips Nino 500 / Nino 510 (Philips Atlantis),1999/12/1,1999.916667,133,0.00778222,0.000261141,0.0370609,0.143884892,0.056910569,0.142857143,0.219645293,0.348360656,0.08274535,0.037984712,0.035991379,0.157748612,Philips Nino 500 / Nino 510 (Philips Atlantis),1999/12/1,1999.916667,133,141,141,Philips,Philips,105
Vadem Clio C-1050,1999/12/1,1999.916667,134,0.015594958,0.000392223,0.083582113,0.553956835,0.219512195,0.222222222,0.768076398,0.717213115,0.127645927,0.349699163,0.299784483,0.101716305,Vadem Clio C-1050,1999/12/1,1999.916667,134,195,195,Vadem,Vadem Ltd,142
Casio Cassiopeia E-105,2000/1/1,2000,135,0.015594958,0.000261141,0.065073674,0.151079137,0.056910569,0.142857143,0.210368349,0.336885246,0.089159718,0.037535062,0.042025862,0.154972236,Casio Cassiopeia E-105,2000/1/1,2000,135,33,33,Casio,Casio,26
Palm IIIc,2000/2/1,2000.083333,136,0.003875851,0.0000317,0.009548354,0.115107914,0.024390244,0.063492063,0.19781719,0.319672131,0.069916613,0.027086054,0.028017241,0.060575467,Palm IIIc,2000/2/1,2000.083333,136,136,136,Palm,Palm,102
Palm IIIxe,2000/2/1,2000.083333,137,0.003875851,0.0000317,0.007547442,0.115107914,0.024390244,0.063492063,0.203274216,0.286885246,0.076330981,0.027707,0.023706897,0.058556285,Palm IIIxe,2000/2/1,2000.083333,137,136,136,Palm,Palm,102
Ericsson MC218,2000/3/1,2000.166667,138,0.00778222,0.000195599,0.017984201,0.28057554,0.219512195,0.103174603,0.446111869,0.168032787,0.108402822,0.06590583,0.063362069,0.19661787,Ericsson MC218,2000/3/1,2000.166667,138,59,59,Ericsson,Ericsson,46
IBM WorkPad c3,2000/3/1,2000.166667,139,0.003875851,0.0000317,0.009548354,0.107913669,0.024390244,0.063492063,0.200545703,0.270491803,0.025016036,0.0102563,0.011637931,0.0681474,IBM WorkPad c3,2000/3/1,2000.166667,139,88,88,IBM,IBM,65
NEC MobilePro 780,2000/3/1,2000.166667,140,0.015594958,0.000392223,0.083582113,0.460431655,0.219512195,0.103174603,0.650750341,0.336065574,0.145606158,0.18846755,0.153017241,0.100706714,NEC MobilePro 780,2000/3/1,2000.166667,140,121,121,NEC,NEC Corporation?,91
Psion Series 7,2000/3/1,2000.166667,141,0.00778222,0.000261141,0.065929064,0.431654676,0.219512195,0.222222222,0.623465211,0.545081967,0.198203977,0.329400681,0.234913793,0.149671883,Psion Series 7,2000/3/1,2000.166667,141,144,144,Psion,Zebra Technologies,152
Sharp Telios VJ1C,2000/3/1,2000.166667,142,0.015594958,0.000392223,0.064073217,0.388489209,0.284552846,0.222222222,0.563437926,0.37295082,0.142398974,0.171252382,0.172413793,0.220090863,Sharp Telios VJ1C,2000/3/1,2000.166667,142,158,158,Sharp,Sharp Corporation,115
Casio Cassiopeia E-115,2000/5/1,2000.333333,143,0.015594958,0.000261141,0.065073674,0.151079137,0.056910569,0.142857143,0.210368349,0.336885246,0.089159718,0.035522343,0.026724138,0.17617365,Casio Cassiopeia E-115,2000/5/1,2000.333333,143,33,33,Casio,Casio,26
Casio Cassiopeia E-125,2000/5/1,2000.333333,144,0.015594958,0.000261141,0.074578008,0.151079137,0.056910569,0.142857143,0.210368349,0.336885246,0.089159718,0.037535062,0.042025862,0.154972236,Casio Cassiopeia E-125,2000/5/1,2000.333333,144,33,33,Casio,Casio,26
NEC MobilePro 880,2000/6/1,2000.416667,145,0.015594958,0.000392223,0.083582113,0.553956835,0.284552846,0.281746032,0.650750341,0.573770492,0.134060295,0.258248935,0.24137931,0.156234225,NEC MobilePro 880,2000/6/1,2000.416667,145,121,121,NEC,NEC Corporation?,91
Compaq iPAQ H3130 / H3135 / H3150,2000/7/1,2000.5,146,0.00778222,0.000261141,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.039333662,0.043103448,0.139323574,Compaq iPAQ H3130 / H3135 / H3150,2000/7/1,2000.5,146,39,39,Compaq,Compaq,32
Hewlett-Packard Jornada 545,2000/7/1,2000.5,147,0.00778222,0.000261141,0.06607413,0.143884892,0.056910569,0.142857143,0.195088677,0.331967213,0.063502245,0.025287455,0.043103448,0.157748612,Hewlett-Packard Jornada 545,2000/7/1,2000.5,147,77,77,Hewlett-Packard,Hewlett-Packard,58
Hewlett-Packard Jornada 547 / 548,2000/7/1,2000.5,148,0.015594958,0.000261141,0.06607413,0.143884892,0.056910569,0.142857143,0.195088677,0.331967213,0.063502245,0.025287455,0.043103448,0.157748612,Hewlett-Packard Jornada 547 / 548,2000/7/1,2000.5,148,77,77,Hewlett-Packard,Hewlett-Packard,58
Sony Clie PEG-S500C,2000/7/1,2000.5,149,0.003875851,0.0000645,0.009548354,0.115107914,0.024390244,0.063492063,0.175716235,0.269262295,0.05837075,0.017022461,0.013146552,0.060575467,Sony Clie PEG-S500C,2000/7/1,2000.5,149,167,167,Sony,Sony Corporation,123
Compaq iPAQ H3630 / H3635 / H3650,2000/8/1,2000.583333,150,0.015594958,0.000261141,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.324304649,0.276939655,0.140333165,Compaq iPAQ H3630 / H3635 / H3650,2000/8/1,2000.583333,150,39,39,Compaq,Compaq,32
Palm m100,2000/8/1,2000.583333,151,0.000946074,0.0000317,0.007547442,0.079136691,0.024390244,0.063492063,0.198362892,0.28442623,0.078255292,0.027300173,0.013943966,0.095153963,Palm m100,2000/8/1,2000.583333,151,136,136,Palm,Palm,102
Casio Cassiopeia EM-500,2000/9/1,2000.666667,152,0.00778222,0.000261141,0.074578008,0.129496403,0.056910569,0.142857143,0.206002729,0.323770492,0.076330981,0.051988095,0.050646552,0.17617365,Casio Cassiopeia EM-500,2000/9/1,2000.666667,152,33,33,Casio,Casio,26
Diamond Mako,2000/9/1,2000.666667,153,0.003875851,0.000261141,0.017984201,0.223021583,0.154471545,0.063492063,0.410641201,0.12295082,0.069916613,0.03571505,0.030172414,0.153710247,Diamond Mako,2000/9/1,2000.666667,153,52,52,Diamond,Psion,106
Hewlett-Packard Jornada 720,2000/9/1,2000.666667,154,0.015594958,0.000523305,0.102590781,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785,Hewlett-Packard Jornada 720,2000/9/1,2000.666667,154,77,77,Hewlett-Packard,Hewlett-Packard,58
Psion Revo Plus,2000/9/1,2000.666667,155,0.00778222,0.000130058,0.017984201,0.223021583,0.154471545,0.063492063,0.410641201,0.12295082,0.069916613,0.03571505,0.030172414,0.153710247,Psion Revo Plus,2000/9/1,2000.666667,155,144,144,Psion,Zebra Technologies,152
Handspring Visor Platinum,2000/10/1,2000.75,156,0.003875851,0.0000317,0.016051319,0.115107914,0.024390244,0.063492063,0.190177353,0.298770492,0.075048108,0.025951224,0.020043103,0.058556285,Handspring Visor Platinum,2000/10/1,2000.75,156,75,75,Handspring,Handspring Inc,56
Handspring Visor Prism,2000/10/1,2000.75,157,0.003875851,0.0000317,0.016051319,0.122302158,0.024390244,0.063492063,0.190177353,0.298770492,0.089159718,0.030340663,0.029310345,0.057546694,Handspring Visor Prism,2000/10/1,2000.75,157,75,75,Handspring,Handspring Inc,56
Hewlett-Packard Jornada 710,2000/10/1,2000.75,158,0.015594958,0.000392223,0.102590781,0.345323741,0.219512195,0.103174603,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759,0.15345785,Hewlett-Packard Jornada 710,2000/10/1,2000.75,158,77,77,Hewlett-Packard,Hewlett-Packard,58
Sharp Telios HC-AJ3,2000/11/1,2000.833333,159,0.015594958,0.000523305,0.073577551,0.482014388,0.284552846,0.281746032,0.506139154,0.672131148,0.116100064,0.202470933,0.161637931,0.18753155,Sharp Telios HC-AJ3,2000/11/1,2000.833333,159,158,158,Sharp,Sharp Corporation,115
Casio Cassiopeia IT-700M30E,2000/12/1,2000.916667,160,0.015594958,0.000523305,0.074578008,0.143884892,0.056910569,0.142857143,0.227830832,0.483606557,0.140474663,0.045371818,0.049568966,0.17617365,Casio Cassiopeia IT-700M30E,2000/12/1,2000.916667,160,33,33,Casio,Casio,26
Hewlett-Packard Jornada 520 / 525,2000/12/1,2000.916667,161,0.00778222,0.000261141,0.06607413,0.129496403,0.056910569,0.142857143,0.195088677,0.331967213,0.063502245,0.025287455,0.036637931,0.17617365,Hewlett-Packard Jornada 520 / 525,2000/12/1,2000.916667,161,77,77,Hewlett-Packard,Hewlett-Packard,58
Sharp Telios VJ2C,2000/12/1,2000.916667,162,0.015594958,0.000523305,0.073577551,0.388489209,0.284552846,0.222222222,0.563437926,0.37295082,0.142398974,0.171252382,0.172413793,0.220090863,Sharp Telios VJ2C,2000/12/1,2000.916667,162,158,158,Sharp,Sharp Corporation,115
Casio Cassiopeia EG-800,2001/1/1,2001,163,0.015594958,0.000523305,0.074578008,0.129496403,0.056910569,0.142857143,0.214188267,0.352459016,0.121231559,0.028713359,0.028017241,0.17617365,Casio Cassiopeia EG-800,2001/1/1,2001,163,33,33,Casio,Casio,26
Psion Series 5mx Pro,2001/1/1,2001,164,0.015594958,0.000261141,0.017984201,0.28057554,0.219512195,0.103174603,0.446111869,0.168032787,0.108402822,0.06590583,0.063362069,0.19661787,Psion Series 5mx Pro,2001/1/1,2001,164,144,144,Psion,Zebra Technologies,152
Sharp Telios HC-7000,2001/1/1,2001,165,0.015594958,0.000523305,0.073577551,0.388489209,0.284552846,0.222222222,0.563437926,0.37295082,0.142398974,0.171252382,0.172413793,0.220090863,Sharp Telios HC-7000,2001/1/1,2001,165,158,158,Sharp,Sharp Corporation,115
Kyocera QCP 6035,2001/2/1,2001.083333,166,0.003875851,0.0000317,0.007547442,0.057553957,0.024390244,0.063492063,0.155525239,0.382131148,0.100705581,0.032717384,0.031896552,0.114588592,Kyocera QCP 6035,2001/2/1,2001.083333,166,100,100,Kyocera,Kyocera Corporation,74
NEC MobilePro 790,2001/2/1,2001.083333,167,0.015594958,0.000654388,0.083582113,0.460431655,0.219512195,0.103174603,0.650750341,0.336065574,0.145606158,0.18846755,0.153232759,0.100706714,NEC MobilePro 790,2001/2/1,2001.083333,167,121,121,NEC,NEC Corporation?,91
Compaq iPAQ H3660 / H3670,2001/3/1,2001.166667,168,0.031220435,0.000261141,0.102590781,0.151079137,0.056910569,0.142857143,0.210095498,0.331967213,0.061577935,0.027043231,0.022198276,0.152195861,Compaq iPAQ H3660 / H3670,2001/3/1,2001.166667,168,39,39,Compaq,Compaq,32
CyberBank PC-EPhone,2001/3/1,2001.166667,169,0.00778222,0.000523305,0.102590781,0.165467626,0.219512195,0.222222222,0.263301501,0.319672131,0.108402822,0.123525255,0.127155172,0.315497224,CyberBank PC-EPhone,2001/3/1,2001.166667,169,44,44,CyberBank,HTC,61
