,CreditScore,Geography,Gender,Age,Balance,Exited
746,844,France,Male,18,160980.03,0
747,450,Spain,Female,46,177619.71,0
748,727,Spain,Male,38,62276.99,0
749,460,Germany,Male,46,127559.97,0
750,649,France,Male,41,0.0,0
751,758,Germany,Female,47,95523.16,0
752,490,France,Female,35,107749.03,0
753,815,Germany,Male,37,110777.26,0
754,838,Spain,Female,39,166733.92,0
755,803,France,Male,31,157120.86,0
756,664,Germany,Female,36,127160.78,0
757,736,Spain,Female,28,0.0,0
758,633,France,Female,37,156091.97,0
759,664,France,Male,58,98668.18,0
760,600,France,Female,43,134022.06,0
761,693,France,Female,35,124151.09,1
762,663,Germany,Female,36,77253.5,1
763,742,Germany,Female,21,114292.48,0
764,710,Germany,Male,43,140080.32,1
765,710,Spain,Female,27,135277.96,0
766,700,France,Female,82,0.0,0
767,720,Germany,Male,60,115920.62,1
768,684,Spain,Male,41,119782.72,0
769,531,France,Female,63,114715.71,1
770,742,Germany,Female,36,129748.54,1
771,717,France,Male,31,129722.57,0
772,589,France,Male,32,0.0,0
773,767,France,Male,36,139180.2,0
774,636,Germany,Male,49,113599.74,1
775,648,France,Male,33,134944.0,0
776,622,Germany,Female,58,116922.25,1
777,692,Spain,Male,28,118945.09,1
778,754,France,Male,28,0.0,0
779,679,Spain,Female,35,119182.73,0
780,639,France,Male,27,0.0,0
781,774,France,Female,28,71264.02,0
782,517,France,Male,41,0.0,0
783,571,France,Female,35,0.0,0
784,747,Germany,Male,58,116313.57,1
785,792,Spain,Male,36,92140.15,0
786,688,France,Male,26,0.0,0
787,714,Germany,Male,42,177640.09,0
788,562,Spain,Female,35,0.0,0
789,704,Spain,Male,48,167997.6,0
790,698,France,Male,36,82275.35,0
791,611,France,Male,49,0.0,0
792,850,Germany,Female,48,111962.99,0
793,743,Germany,Female,34,131736.88,0
794,654,France,Male,29,0.0,0
795,761,Germany,Male,36,108239.11,0
796,702,France,Female,46,98444.19,0
797,488,Germany,Male,32,114540.38,0
798,683,France,Female,35,187530.66,0
799,601,Germany,Female,42,133636.16,0
800,605,France,Male,52,0.0,0
801,671,Germany,Female,44,84745.03,0
802,614,Germany,Female,31,120599.38,0
803,511,Spain,Female,29,0.0,0
804,850,France,Male,39,127771.35,0
805,790,Spain,Female,46,0.0,1
806,793,France,Female,33,0.0,0
807,628,France,Male,69,0.0,0
808,598,Germany,Male,53,167772.96,0
809,657,France,Female,37,95845.6,0
810,618,France,Female,35,0.0,0
811,681,Spain,Male,65,134714.7,0
812,516,Spain,Female,33,0.0,0
813,421,Germany,Male,28,122384.22,1
814,700,France,Female,26,0.0,0
815,745,France,Male,25,157993.15,0
816,696,France,Male,29,0.0,0
817,580,Germany,Female,42,123331.36,1
818,497,Spain,Male,27,75263.16,0
819,720,France,Female,43,137824.03,0
820,659,Germany,Male,36,132578.92,0
821,841,France,Female,36,156021.31,0
822,642,Spain,Male,34,0.0,0
823,732,Spain,Female,69,137453.43,1
824,600,Spain,Male,36,0.0,0
825,464,Germany,Male,33,164284.72,0
826,680,France,Female,47,0.0,0
827,758,Spain,Male,56,0.0,0
828,630,Germany,Female,31,112373.49,0
829,577,France,Female,39,0.0,0
830,684,France,Female,34,0.0,0
831,708,Spain,Female,41,0.0,0
832,732,Germany,Female,29,154333.82,0
833,634,Germany,Male,37,111432.77,0
834,633,France,Female,30,0.0,0
835,559,France,Male,34,137390.11,0
836,694,Spain,Female,37,0.0,0
837,686,Germany,Female,56,111642.08,0
838,553,Spain,Female,48,0.0,1
839,507,France,Male,36,83543.37,0
840,732,Germany,Male,50,145338.76,1
841,818,France,Female,31,186796.37,0
842,660,Germany,Male,35,58641.43,0
843,773,Spain,Female,41,0.0,1
844,640,France,Male,44,137148.68,0
845,505,France,Male,49,80001.23,0
846,714,Germany,Male,21,86402.52,0
847,468,France,Female,42,0.0,0
848,611,Spain,Male,51,122874.74,0
849,705,France,Male,25,97544.29,0
850,646,Germany,Male,46,170826.55,0
851,667,Germany,Female,48,97133.92,1
852,511,Germany,Female,41,153895.65,0
853,653,France,Female,43,0.0,0
854,675,France,Female,57,0.0,0
855,523,Spain,Male,32,0.0,0
856,567,Germany,Female,49,134956.02,1
857,741,Spain,Male,39,143637.58,0
858,456,Spain,Male,32,147506.25,0
859,598,France,Male,64,0.0,1
860,667,France,Male,43,190227.46,1
861,548,France,Female,32,172448.77,1
862,725,France,Male,41,113980.21,0
863,717,France,Male,53,0.0,0
864,594,France,Male,38,0.0,0
865,678,Germany,Female,25,76968.12,0
866,545,France,Male,38,88293.13,0
867,636,France,Female,48,170833.46,1
868,603,Germany,Male,44,108122.39,1
869,435,France,Male,36,0.0,0
870,535,France,Female,40,0.0,0
871,629,Germany,Female,45,129818.39,1
872,722,France,Female,35,163943.89,0
873,561,France,Male,28,0.0,0
874,645,France,Female,38,101430.3,0
875,501,France,Female,39,117301.66,0
876,502,Germany,Female,32,173340.83,0
877,652,Spain,Female,42,0.0,0
878,574,France,Female,33,134348.57,0
879,518,France,Female,45,105525.65,0
880,749,France,Female,60,0.0,1
881,679,France,Female,43,0.0,1
882,565,France,Male,36,106192.1,0
883,643,France,Female,45,45144.43,1
884,515,France,Male,65,92113.61,0
885,521,France,Male,25,0.0,0
886,739,Spain,Male,38,128366.44,0
887,585,France,Male,42,0.0,0
888,733,Germany,Male,74,106545.53,0
889,542,France,Female,43,145618.37,0
890,788,Spain,Male,37,141541.25,0
891,435,Germany,Male,32,57017.06,0
892,577,France,Male,42,0.0,0
893,703,France,Female,51,0.0,1
894,728,Germany,Female,35,125884.95,1
895,728,Germany,Male,32,61825.5,0
896,718,France,Male,35,0.0,0
897,621,France,Female,40,0.0,0
898,523,France,Female,40,102967.41,1
899,657,Germany,Male,25,171770.55,0
900,727,Germany,Male,40,93051.64,1
901,643,France,Male,36,161064.64,0
902,645,France,Female,48,90612.34,0
903,568,France,Male,28,145105.64,0
904,599,France,Male,58,0.0,1
905,672,France,Female,45,0.0,1
906,685,France,Male,33,174912.72,0
907,516,France,Female,46,104947.72,1
908,685,Spain,Male,31,135213.71,0
909,806,Spain,Male,25,0.0,0
910,604,France,Male,36,116229.85,0
911,648,Spain,Female,53,111201.41,0
912,545,Spain,Female,32,0.0,0
913,756,Germany,Male,27,131899.0,0
914,569,France,Male,35,124525.52,0
915,596,France,Male,47,0.0,0
916,475,France,Male,39,0.0,1
917,646,France,Female,45,47134.75,0
918,784,Spain,Male,35,0.0,0
919,552,Spain,Male,45,0.0,0
920,729,France,Male,44,0.0,0
921,609,Spain,Male,61,0.0,1
922,555,France,Male,51,0.0,1
923,572,Germany,Female,19,138657.08,0
924,785,France,Female,34,70302.48,0
925,714,Germany,Female,36,101609.01,0
926,738,Spain,Male,35,0.0,0
927,639,Germany,Male,38,130170.82,0
928,520,Germany,Male,61,133802.29,0
929,764,France,Female,24,106234.02,0
930,661,Spain,Male,39,132628.98,0
931,564,Germany,Male,41,103522.75,0
932,708,Germany,Female,42,192390.52,0
933,512,Spain,Male,36,0.0,1
934,592,Spain,Male,37,0.0,0
935,619,France,Female,38,0.0,0
936,775,France,Male,52,109922.61,1
937,850,Germany,Female,44,128605.32,0
938,577,France,Female,37,0.0,0
939,724,France,Female,37,68598.56,0
940,710,Spain,Male,35,106518.52,0
941,696,France,Female,31,0.0,0
942,376,France,Female,46,0.0,1
943,675,Germany,Female,29,121326.42,0
944,745,France,Male,36,67226.37,0
945,697,Spain,Female,25,82931.85,0
946,599,Spain,Female,39,0.0,1
947,715,France,Female,38,118590.41,1
948,659,France,Male,67,145981.87,0
949,684,France,Female,48,73309.38,1
950,635,France,Female,48,130796.33,0
951,789,Germany,Male,33,151607.56,0
952,571,Germany,Female,66,111577.01,0
953,694,Spain,Male,39,107042.74,0
954,665,Spain,Female,42,156371.61,1
955,706,France,Female,44,129605.99,0
956,807,Spain,Female,43,0.0,0
957,771,Spain,Female,67,0.0,0
958,531,Spain,Male,27,132576.25,0
959,629,France,Female,37,129101.3,0
960,850,Germany,Female,31,108822.4,0
961,685,Spain,Male,35,137948.51,0
962,642,Spain,Male,32,100433.8,0
963,529,Spain,Male,63,96134.11,1
964,683,Germany,Female,43,115888.04,1
965,663,France,Female,42,124626.07,0
966,563,France,Female,34,139810.34,0
967,637,Spain,Female,34,0.0,0
968,544,France,Male,37,84496.71,0
969,649,Germany,Male,70,116854.71,0
970,638,France,Female,48,138333.03,0
971,723,France,Male,25,0.0,0
972,635,Germany,Male,43,78992.75,0
973,750,Spain,Female,38,97257.41,0
974,730,France,Male,34,122453.37,0
975,750,Spain,Female,36,112940.07,0
976,586,France,Female,43,132558.26,1
977,520,France,Female,38,0.0,0
978,652,France,Female,48,133297.24,0
979,550,France,Female,46,0.0,0
980,594,France,Male,27,197041.8,0
981,749,Germany,Female,44,71497.79,0
982,668,France,Male,32,0.0,0
983,614,Germany,Female,35,128100.28,1
984,773,France,Male,25,124532.78,0
985,551,Germany,Male,31,82293.82,0
986,566,France,Male,36,142120.91,0
987,569,Spain,Male,34,151839.26,1
988,659,Spain,Male,31,149620.88,0
989,722,France,Female,49,168197.66,1
990,655,France,Male,37,93147.0,0
991,615,France,Female,35,97440.02,0
992,752,Germany,Female,42,65046.08,0
993,661,Spain,Female,28,95357.49,0
994,838,Spain,Male,43,123105.88,0
995,610,Spain,Male,29,0.0,0
996,811,Spain,Male,44,0.0,0
997,587,Spain,Male,62,121286.27,0
998,811,Germany,Female,28,167738.82,0
999,759,France,Female,38,104091.29,0
1000,648,Germany,Female,42,121980.56,0
1001,788,France,Female,43,0.0,0
1002,725,Germany,Male,39,50880.98,0
1003,646,France,Female,42,175159.9,1
1004,601,Germany,Female,26,105514.69,0
1005,521,Germany,Male,52,116497.31,1
1006,561,Spain,Female,33,0.0,0
1007,564,France,Male,42,99824.45,0
1008,444,France,Male,45,0.0,1
1009,650,Spain,Male,71,0.0,0
1010,724,France,Male,40,0.0,1
1011,719,Spain,Male,35,122964.88,0
1012,548,France,Female,29,0.0,0
1013,635,Spain,Male,24,0.0,0
1014,496,Spain,Female,43,0.0,0
1015,676,France,Female,37,89634.69,1
1016,541,Germany,Male,40,95710.11,0
1017,778,Germany,Male,41,139706.31,0
1018,850,Germany,Female,45,103909.86,1
1019,633,France,Male,31,0.0,0
1020,625,France,Male,49,173434.9,1
1021,485,Spain,Male,32,102238.01,0
1022,547,France,Female,48,179380.74,0
1023,642,France,Male,32,0.0,0
1024,718,France,Female,25,108691.95,0
1025,582,France,Female,32,0.0,0
1026,628,France,Male,33,0.0,0
1027,737,Germany,Male,35,133377.8,0
1028,828,Spain,Male,34,0.0,0
1029,609,Spain,Male,53,0.0,0
1030,730,France,Male,39,116537.6,0
1031,631,France,Female,22,0.0,0
1032,830,Spain,Male,40,0.0,0
1033,645,France,Male,29,130131.08,0
1034,663,France,Male,46,0.0,0
1035,678,Spain,Male,30,0.0,0
1036,521,France,Male,30,107316.09,0
1037,625,France,Female,24,0.0,0
1038,523,France,Male,30,83181.29,0
1039,714,France,Female,72,0.0,0
1040,580,Spain,Male,67,153946.14,0
1041,722,France,Male,30,0.0,0
1042,630,Spain,Female,39,135483.17,1
1043,579,France,Male,35,0.0,0
1044,670,France,Female,38,119624.54,0
1045,588,Spain,Male,34,121132.26,0
1046,807,Spain,Female,42,0.0,1
1047,726,France,Female,48,0.0,1
1048,812,Germany,Male,25,54817.55,0
1049,631,Germany,Male,40,107949.45,1
1050,682,France,Male,30,0.0,0
1051,625,Spain,Female,49,80816.45,0
1052,607,Germany,Male,38,98205.77,0
1053,600,Spain,Female,50,94684.27,0
1054,602,Spain,Female,22,141604.76,0
1055,545,Spain,Female,74,0.0,0
1056,675,Spain,Male,33,0.0,0
1057,581,France,Female,47,122949.14,1
1058,640,Germany,Male,33,81677.22,0
1059,850,France,Male,38,80293.98,0
1060,490,Spain,Female,48,155413.06,0
1061,710,Spain,Female,38,0.0,0
1062,613,Germany,Male,38,67111.65,1
1063,812,France,Male,34,103818.43,0
1064,723,France,Female,20,0.0,0
1065,512,France,Male,36,152169.12,1
1066,731,France,Female,52,0.0,1
1067,650,Germany,Male,26,214346.96,0
1068,594,France,Male,57,0.0,1
1069,844,France,Male,40,113348.14,1
1070,686,Germany,Female,47,170935.94,1
1071,695,Germany,Male,52,103023.26,0
1072,624,Spain,Female,23,0.0,0
1073,503,Spain,Male,37,0.0,0
1074,535,France,Female,31,111855.04,0
1075,743,Germany,Female,32,140348.56,0
1076,702,Spain,Male,39,0.0,0
1077,658,France,Male,29,145512.84,0
1078,677,Germany,Female,41,146720.98,0
1079,664,France,Male,32,107209.73,0
1080,766,Germany,Female,38,130933.74,0
1081,461,Spain,Female,35,0.0,0
1082,688,Spain,Male,36,89772.3,1
1083,678,France,Female,32,0.0,0
1084,796,France,Male,24,0.0,0
1085,803,France,Male,42,0.0,1
1086,712,France,Male,36,100749.5,1
1087,498,France,Female,31,0.0,0
1088,850,Spain,Male,22,0.0,0
1089,628,France,Female,51,123981.31,0
1090,539,Germany,Female,34,91622.42,0
1091,732,France,Male,36,126195.81,0
1092,715,France,Male,41,94267.9,1
1093,651,France,Male,40,0.0,0
1094,813,France,Male,34,0.0,0
1095,692,France,Male,29,0.0,1
1096,756,Germany,Female,39,100717.85,1
1097,543,France,Male,36,0.0,0
1098,790,France,Female,26,141581.71,0
1099,494,Spain,Male,38,0.0,0
1100,850,France,Female,39,148586.64,0
1101,703,Spain,Male,29,0.0,0
1102,432,Spain,Male,38,0.0,0
1103,512,Germany,Female,32,123403.85,0
1104,589,France,Male,28,0.0,0
1105,514,France,Female,46,106511.85,0
1106,678,France,Female,38,0.0,0
1107,420,Germany,Female,34,135549.9,1
1108,679,Germany,Male,38,110555.37,0
1109,595,France,Male,31,0.0,0
1110,713,France,Female,52,185891.54,1
1111,833,Germany,Male,59,130854.59,1
1112,690,France,Female,42,92578.14,0
1113,731,Germany,Female,21,132312.06,1
1114,608,France,Female,62,144976.5,1
1115,479,Spain,Male,48,87070.23,0
1116,519,France,Male,42,0.0,0
1117,731,France,Female,47,115414.19,1
1118,617,Spain,Male,61,91070.43,0
1119,756,Spain,Male,29,117412.19,0
1120,848,Germany,Male,31,90018.45,0
1121,809,France,Female,24,0.0,0
1122,698,Germany,Male,56,112414.81,1
1123,779,Germany,Male,33,158456.76,1
1124,606,Spain,Male,35,0.0,1
1125,612,Germany,Female,58,149641.53,0
1126,663,Spain,Female,33,122528.18,0
1127,549,Germany,Female,45,143734.01,0
1128,675,France,Female,32,155663.31,0
1129,669,France,Female,35,0.0,1
1130,571,Germany,Female,34,101736.66,0
1131,500,Spain,Male,37,125822.21,0
1132,628,France,Male,37,0.0,0
1133,559,France,Male,34,0.0,0
1134,769,France,Female,27,0.0,0
1135,733,Germany,Male,31,157791.07,0
1136,750,France,Male,22,0.0,0
1137,583,France,Female,42,0.0,0
1138,468,Germany,Male,42,181627.14,0
1139,727,Spain,Female,57,109679.72,0
1140,618,France,Female,37,96652.86,1
1141,617,France,Male,40,190008.32,0
1142,793,Spain,Male,41,0.0,0
1143,630,France,Male,43,0.0,0
1144,765,Germany,Male,43,148962.76,1
1145,546,France,Male,28,0.0,0
1146,614,Germany,Female,30,131344.52,0
1147,593,Germany,Female,29,101713.84,0
1148,613,Spain,Male,34,0.0,0
1149,655,France,Male,38,0.0,0
1150,700,France,Female,27,137963.07,0
1151,826,Spain,Female,29,129938.07,0
1152,652,Germany,Male,45,151421.44,0
1153,755,Germany,Female,45,135643.0,1
1154,538,Spain,Male,39,122773.5,0
1155,729,France,Male,34,152303.8,0
1156,615,France,Male,49,0.0,0
1157,700,Spain,Male,54,79415.67,0
1158,434,Germany,Female,58,125801.03,1
1159,729,Spain,Male,37,0.0,0
1160,513,France,Male,35,0.0,1
1161,755,France,Male,41,104817.41,1
1162,615,France,Female,30,0.0,0
1163,747,Germany,Female,32,67495.04,0
1164,850,France,Female,36,164850.54,0
1165,712,Germany,Female,49,154776.42,0
1166,622,Germany,Female,28,143124.63,0
1167,548,France,Female,35,0.0,0
1168,607,France,Female,27,0.0,0
1169,653,France,Female,38,102133.38,0
1170,699,Spain,Male,26,79932.41,0
1171,693,Germany,Male,40,120711.73,1
1172,647,Germany,Female,43,122717.53,0
1173,478,Spain,Female,36,92363.3,0
1174,705,Spain,Female,40,203715.15,1
1175,719,Spain,Male,39,0.0,0
1176,726,France,Male,34,0.0,0
1177,626,France,Male,21,0.0,0
1178,552,France,Male,49,0.0,1
1179,807,Germany,Female,31,93460.47,0
1180,621,France,Male,34,0.0,0
1181,651,Germany,Female,24,40224.7,0
1182,673,France,Female,43,168069.73,1
1183,652,France,Male,36,0.0,0
1184,584,Germany,Male,47,130538.77,0
1185,756,France,Male,37,132623.6,0
1186,670,France,Female,35,103465.02,0
1187,765,France,Female,50,126547.8,1
1188,528,France,Male,30,128262.72,0
1189,701,France,Male,40,169742.64,1
1190,797,France,Female,29,0.0,0
1191,639,Germany,Male,27,150795.81,0
1192,785,Spain,Female,61,129855.72,1
1193,363,Spain,Female,28,146098.43,1
1194,764,France,Female,24,0.0,0
1195,676,France,Female,43,0.0,0
1196,718,Germany,Male,28,65643.3,0
1197,590,Spain,Female,34,0.0,0
1198,584,France,Male,38,104584.16,0
1199,645,France,Male,41,0.0,0
1200,772,Germany,Male,30,99785.28,0
1201,399,Germany,Male,46,127655.22,1
1202,529,France,Male,22,0.0,0
1203,463,France,Male,35,101257.16,0
1204,630,France,Female,40,0.0,0
1205,780,France,Male,76,121313.88,0
1206,584,Spain,Male,32,0.0,0
1207,752,Germany,Male,30,81523.38,0
1208,697,France,Female,47,128252.66,0
1209,850,France,Female,32,0.0,0
1210,711,France,Male,51,0.0,1
1211,452,France,Female,32,0.0,0
1212,610,Spain,Male,42,0.0,1
1213,694,France,Female,22,0.0,0
1214,579,Spain,Male,33,0.0,1
1215,745,Spain,Female,54,0.0,1
1216,572,France,Male,33,0.0,0
1217,505,Germany,Male,29,145541.56,0
1218,706,France,Female,23,0.0,1
1219,693,Germany,Male,44,124601.58,1
1220,725,Germany,Female,33,115182.84,0
1221,791,France,Male,37,163789.49,0
1222,536,France,Male,46,65733.41,0
1223,699,Spain,Male,47,0.0,0
1224,500,Spain,Female,47,128486.11,0
1225,707,Spain,Female,53,109663.47,0
1226,531,Germany,Female,42,88324.31,0
1227,557,France,Female,28,146445.24,0
1228,659,France,Female,38,0.0,0
1229,575,Spain,Female,31,0.0,0
1230,775,Germany,Male,36,109949.05,0
1231,772,Spain,Male,30,78653.05,0
1232,587,Germany,Male,46,107850.82,1
1233,667,Germany,Female,39,83765.35,0
1234,771,France,Female,66,143773.07,0
1235,523,Germany,Male,63,116227.27,0
1236,662,Germany,Male,33,103471.52,0
1237,717,France,Male,42,0.0,0
1238,746,France,Male,24,137492.35,0
1239,569,France,Male,28,0.0,0
1240,579,France,Male,36,129829.59,0
1241,519,France,Female,21,146329.57,0
1242,696,Germany,Male,30,114027.7,0
1243,693,Germany,Male,25,146580.69,0
1244,587,Germany,Female,38,132122.42,0
1245,626,France,Female,44,81553.93,1
1246,666,France,Female,66,0.0,0
1247,512,France,Male,24,0.0,0
1248,689,Spain,Female,28,0.0,0
1249,803,France,Female,26,0.0,0
1250,548,Germany,Male,32,175214.71,0
1251,588,Germany,Female,40,125534.51,1
1252,693,France,Male,68,97705.99,0
1253,499,Germany,Female,55,126817.65,0
1254,628,France,Female,46,46870.43,1
1255,624,Spain,Male,46,0.0,0
1256,733,France,Male,42,120094.93,0
1257,628,France,Female,38,0.0,0
1258,633,France,Female,33,0.0,0
1259,559,Germany,Female,36,104356.94,0
1260,704,Germany,Male,27,147004.34,1
1261,744,Germany,Male,38,73023.17,0
1262,665,Spain,Female,40,173432.55,0
1263,638,France,Female,42,165679.92,0
1264,837,Spain,Male,31,104678.62,0
1265,534,France,Female,55,116973.26,1
1266,548,France,Female,36,0.0,0
1267,837,Germany,Male,38,126732.85,0
1268,658,France,Female,44,148481.09,0
1269,554,France,Female,38,137654.05,0
1270,724,Germany,Male,30,115315.04,0
1271,723,France,Male,42,99095.73,0
1272,585,Germany,Female,39,165610.41,0
1273,474,France,Male,33,0.0,1
1274,562,Spain,Male,32,161628.66,0
1275,719,France,Male,32,146605.27,0
1276,635,Germany,Male,37,113488.68,1
1277,743,France,Male,42,77002.2,0
1278,681,Spain,Male,67,0.0,0
1279,521,France,Female,39,0.0,0
1280,741,Spain,Male,25,0.0,0
1281,790,Spain,Male,46,182364.53,1
1282,622,France,Male,35,0.0,0
1283,669,France,Male,45,149364.58,0
1284,583,France,Male,59,127450.14,0
1285,520,Spain,Female,63,162278.32,0
1286,579,Spain,Male,37,152212.88,0
1287,698,Spain,Female,39,161993.89,0
1288,548,Spain,Male,39,131468.44,0
1289,672,Germany,Male,40,102980.44,1
1290,653,Germany,Male,31,143321.97,0
1291,734,Spain,Female,37,130404.92,0
1292,794,France,Female,41,0.0,0
1293,641,France,Male,30,87505.47,0
1294,824,France,Male,30,133634.02,0
1295,534,Spain,Female,33,151233.62,0
1296,653,Spain,Male,55,70263.83,0
1297,498,France,Male,34,0.0,0
1298,683,France,Male,30,57657.49,0
1299,618,Germany,Male,42,153572.31,0
1300,538,France,Male,37,134752.08,0
1301,643,Spain,Male,34,83132.09,0
1302,428,France,Female,31,0.0,0
1303,593,Germany,Female,32,134096.53,1
1304,718,France,Female,31,118100.59,0
1305,811,Germany,Male,52,76915.4,1
1306,823,Spain,Female,46,81576.75,1
1307,645,Spain,Male,49,0.0,0
1308,710,France,Male,33,118327.17,0
1309,591,Spain,Male,30,124857.69,0
1310,748,Germany,Female,27,90971.85,0
1311,850,France,Female,37,153147.75,0
1312,542,France,Male,38,65942.26,1
1313,809,France,Male,38,0.0,0
1314,675,France,Male,54,0.0,1
1315,607,Spain,Female,27,100912.19,0
1316,850,France,Female,31,0.0,0
1317,789,France,Male,37,0.0,1
1318,598,France,Female,43,0.0,1
1319,756,Germany,Male,41,124439.49,0
1320,687,France,Female,47,0.0,0
1321,724,France,Male,40,0.0,0
1322,700,France,Female,44,58781.76,0
1323,635,Spain,Male,50,159453.64,1
1324,687,Germany,Male,26,142721.52,0
1325,613,France,Female,46,167795.6,0
1326,781,France,Female,38,128345.69,0
1327,703,Spain,Male,20,165260.98,0
1328,593,Germany,Female,62,118233.81,1
1329,743,France,Female,40,0.0,1
1330,640,Spain,Female,46,0.0,0
1331,849,Germany,Male,37,143452.74,0
1332,778,France,Male,38,145018.49,0
